date,Open,High,Low,Close,Change,Volume,TTM P_E Ratio_NZZH_JSZB,Index Points_NZZH_JSZB,Percentile_NZZH_JSZB
2023-07-19,14398.53,14446.55,14317.09,14358.02,0.0003,4679269100,44.19,14113.7,89.49
2023-07-20,14273.29,14309.92,14030.63,14063.31,-0.0205,4496550800,44.19,14113.7,89.49
2023-07-21,14148.18,14179.01,14020.45,14032.81,-0.0022,4952026200,43.65,14032.81,88.73
2023-07-24,14081.63,14110.15,13997.13,14058.87,0.0019,3765984100,43.65,14032.81,88.73
2023-07-25,14093.24,14201.91,14092.52,14144.56,0.0061,4039667200,43.65,14032.81,88.73
2023-07-26,14123.52,14187.35,14041.95,14127.28,-0.0012,3876813800,43.65,14032.81,88.73
2023-07-27,14319.16,14360.2,14006.93,14050.11,-0.0055,4590408200,43.65,14032.81,88.73
2023-07-28,14199.83,14344.35,14188.1,14316.66,0.019,3992410100,44.36,14316.66,89.58
2023-07-31,14337.9,14370.91,14292.76,14346.02,0.0021,4621553100,44.36,14316.66,89.58
2023-08-01,14274.93,14309.21,14215.64,14283.91,-0.0043,4289721200,44.36,14316.66,89.58
2023-08-02,14132.73,14133.85,13914.81,13973.45,-0.0217,5012768800,44.36,14316.66,89.58
2023-08-03,13899.76,14032.28,13881.35,13959.72,-0.001,5692143900,44.36,14316.66,89.58
2023-08-04,14025.96,14119.22,13897.93,13909.24,-0.0036,4938003700,42.61,13909.24,86.78
2023-08-07,13972.45,13997.15,13864.92,13994.4,0.0061,4605363300,42.61,13909.24,86.78
2023-08-08,13875.45,13899.74,13769.34,13884.32,-0.0079,5002453000,42.61,13909.24,86.78
2023-08-09,13897.61,13898.54,13698.39,13722.02,-0.0117,5299334800,42.61,13909.24,86.78
2023-08-10,13818.25,13947.16,13686.52,13737.99,0.0012,4820192900,42.61,13909.24,86.78
2023-08-11,13633.65,13721.03,13609.98,13644.85,-0.0068,4251531300,42.43,13644.85,86.36
2023-08-14,13599.0,13789.16,13582.49,13788.33,0.0105,3947374500,42.43,13644.85,86.36
2023-08-15,13760.48,13774.98,13611.94,13631.05,-0.0114,4190815700,42.43,13644.85,86.36
2023-08-16,13593.17,13644.32,13473.03,13474.63,-0.0115,5926404800,42.43,13644.85,86.36
2023-08-17,13527.3,13535.09,13303.45,13316.93,-0.0117,4861975600,42.43,13644.85,86.36
2023-08-18,13190.02,13335.87,13161.77,13290.78,-0.002,4275326400,41.67,13290.78,84.15
2023-08-21,13347.26,13516.86,13325.59,13497.59,0.0156,3968297800,41.67,13290.78,84.15
2023-08-22,13593.95,13598.77,13484.38,13505.87,0.0006,3912414100,41.67,13290.78,84.15
2023-08-23,13532.43,13757.0,13532.43,13721.03,0.0159,3830416000,41.67,13290.78,84.15
2023-08-24,13834.31,13834.69,13462.84,13463.97,-0.0187,3961264500,41.67,13290.78,84.15
2023-08-25,13514.37,13633.42,13376.35,13590.65,0.0094,3425509300,41.91,13590.65,85.08
2023-08-28,13695.36,13735.98,13626.64,13705.13,0.0084,3281272500,41.91,13590.65,85.08
2023-08-29,13687.23,13959.81,13677.06,13943.76,0.0174,4311625000,41.91,13590.65,85.08
2023-08-30,13961.77,14050.82,13924.2,14019.31,0.0054,4023296300,41.91,13590.65,85.08
2023-08-31,14041.54,14114.68,14010.48,14034.97,0.0011,4309886700,41.91,13590.65,85.08
2023-09-01,14129.96,14149.62,13982.42,14031.82,-0.0002,3663190700,43.3,14031.82,87.54
2023-09-05,13994.54,14060.85,13945.65,14020.95,-0.0008,4089599200,43.3,14031.82,87.54
2023-09-06,13988.81,14001.95,13802.42,13872.47,-0.0106,3878649500,43.3,14031.82,87.54
2023-09-07,13675.11,13774.63,13642.47,13748.83,-0.0089,4000423200,43.3,14031.82,87.54
2023-09-08,13754.71,13843.37,13733.18,13761.53,0.0009,3852894700,42.5,13761.53,86.53
2023-09-11,13884.03,13937.47,13805.13,13917.89,0.0114,4278287400,42.5,13761.53,86.53
2023-09-12,13858.94,13913.6,13763.69,13773.62,-0.0104,4300436700,42.5,13761.53,86.53
2023-09-13,13773.67,13868.57,13733.82,13813.59,0.0029,4486223000,42.5,13761.53,86.53
2023-09-14,13889.76,13957.57,13810.66,13926.05,0.0081,4469953200,42.5,13761.53,86.53
2023-09-15,13889.2,13895.75,13684.24,13708.34,-0.0156,8012625800,42.43,13708.34,86.27
2023-09-18,13669.96,13751.28,13663.46,13710.24,0.0001,4650716800,42.43,13708.34,86.27
2023-09-19,13649.44,13705.15,13578.87,13678.19,-0.0023,4197841400,42.43,13708.34,86.27
2023-09-20,13710.26,13727.81,13467.28,13469.13,-0.0153,4456651000,42.43,13708.34,86.27
2023-09-21,13328.06,13362.23,13222.56,13223.99,-0.0182,4520813100,42.43,13708.34,86.27
2023-09-22,13287.17,13353.22,13200.64,13211.81,-0.0009,3924064000,40.72,13211.81,81.02
2023-09-25,13172.54,13277.83,13132.0,13271.32,0.0045,3714286900,40.72,13211.81,81.02
2023-09-26,13180.96,13199.13,13033.4,13063.61,-0.0157,4246215600,40.72,13211.81,81.02
2023-09-27,13115.36,13156.37,12963.16,13092.85,0.0022,4348600400,40.72,13211.81,81.02
2023-09-28,13043.37,13270.97,13025.11,13201.28,0.0083,4204964700,40.72,13211.81,81.02
2023-09-29,13337.71,13382.98,13177.09,13219.32,0.0014,4600942900,41.09,13219.32,82.37
2023-10-02,13217.99,13364.03,13204.08,13307.77,0.0067,4062662300,41.09,13219.32,82.37
2023-10-03,13229.68,13280.04,13008.6,13059.47,-0.0187,4057602200,41.09,13219.32,82.37
2023-10-04,13092.92,13258.76,13072.51,13236.01,0.0135,3753810700,41.09,13219.32,82.37
2023-10-05,13228.12,13251.18,13087.57,13219.83,-0.0012,3752634000,41.09,13219.32,82.37
2023-10-06,13127.68,13472.27,13099.03,13431.34,0.016,3743790900,41.5,13431.34,83.73
2023-10-09,13326.22,13509.3,13277.48,13484.24,0.0039,3472434700,41.5,13431.34,83.73
2023-10-10,13505.81,13659.63,13491.81,13562.84,0.0058,3895401100,41.5,13431.34,83.73
2023-10-11,13619.21,13671.11,13549.29,13659.68,0.0071,3819132300,41.5,13431.34,83.73
2023-10-12,13672.47,13714.14,13491.56,13574.22,-0.0063,4457595100,41.5,13431.34,83.73
2023-10-13,13613.59,13619.54,13361.85,13407.23,-0.0123,3749248500,41.33,13407.23,83.22
2023-10-16,13453.81,13598.05,13447.17,13567.98,0.012,3998889000,41.33,13407.23,83.22
2023-10-17,13419.87,13602.25,13364.74,13533.75,-0.0025,3911123800,41.33,13407.23,83.22
2023-10-18,13439.68,13499.74,13275.3,13314.3,-0.0162,3940174100,41.33,13407.23,83.22
2023-10-19,13354.8,13404.73,13157.33,13186.18,-0.0096,4234590100,41.33,13407.23,83.22
2023-10-20,13157.77,13177.35,12977.44,12983.81,-0.0153,4030759700,40.5,12983.81,80.17
2023-10-23,12930.85,13143.23,12848.83,13018.33,0.0027,4124449300,40.5,12983.81,80.17
2023-10-24,13084.99,13170.39,13022.85,13139.88,0.0093,4157026100,40.5,12983.81,80.17
2023-10-25,13039.86,13042.52,12804.3,12821.22,-0.0243,4035542100,40.5,12983.81,80.17
2023-10-26,12768.97,12818.14,12543.86,12595.61,-0.0176,4238546400,40.5,12983.81,80.17
2023-10-27,12718.69,12772.43,12600.57,12643.01,0.0038,3616344700,36.69,12643.01,69.92
2023-10-30,12750.47,12842.96,12691.56,12789.48,0.0116,3639237400,36.69,12643.01,69.92
2023-10-31,12786.62,12859.4,12697.04,12851.24,0.0048,3887111500,36.69,12643.01,69.92
2023-11-01,12887.06,13072.43,12875.2,13061.47,0.0164,3915294000,36.69,12643.01,69.92
2023-11-02,13230.49,13302.18,13177.64,13294.19,0.0178,4477976100,36.69,12643.01,69.92
2023-11-03,13362.85,13520.28,13344.73,13478.28,0.0138,4362523000,39.73,13478.28,77.97
2023-11-06,13514.08,13551.62,13435.99,13518.78,0.003,3944282100,39.73,13478.28,77.97
2023-11-07,13555.79,13675.46,13516.56,13639.86,0.009,3958166300,39.73,13478.28,77.97
2023-11-08,13660.22,13684.87,13573.58,13650.41,0.0008,4330508000,39.73,13478.28,77.97
2023-11-09,13693.7,13697.82,13506.02,13521.45,-0.0094,4784924700,39.73,13478.28,77.97
2023-11-10,13571.19,13802.53,13556.35,13798.11,0.0205,4267989900,39.93,13798.11,78.9
2023-11-13,13745.96,13805.11,13687.78,13767.74,-0.0022,3986340400,39.93,13798.11,78.9
2023-11-14,14015.37,14124.06,14003.14,14094.38,0.0237,4783509500,39.93,13798.11,78.9
2023-11-15,14147.27,14194.36,14060.7,14103.84,0.0007,4592221700,39.93,13798.11,78.9
2023-11-16,14066.88,14130.45,14033.79,14113.67,0.0007,4126554300,39.93,13798.11,78.9
2023-11-17,14101.44,14154.32,14063.93,14125.48,0.0008,4021258000,40.87,14125.48,81.61
2023-11-20,14134.75,14309.8,14134.2,14284.53,0.0113,4201437500,40.87,14125.48,81.61
2023-11-21,14217.23,14237.5,14146.31,14199.98,-0.0059,3775701700,40.87,14125.48,81.61
2023-11-22,14283.82,14359.61,14226.63,14265.86,0.0046,3258569000,40.87,14125.48,81.61
2023-11-24,14238.04,14270.28,14214.13,14250.86,-0.0011,2389173900,40.77,14250.86,81.19
2023-11-27,14239.31,14305.71,14205.24,14241.02,-0.0007,3868719500,40.77,14250.86,81.19
2023-11-28,14224.63,14303.66,14195.72,14281.76,0.0029,4055613800,40.77,14250.86,81.19
2023-11-29,14367.11,14423.22,14247.89,14258.49,-0.0016,4474995300,40.77,14250.86,81.19
2023-11-30,14265.05,14289.2,14127.06,14226.22,-0.0023,5307095700,40.77,14250.86,81.19
2023-12-01,14181.35,14311.95,14135.0,14305.03,0.0055,5168674300,40.86,14305.03,81.53
2023-12-04,14168.66,14197.52,14058.52,14185.49,-0.0084,5927602500,40.86,14305.03,81.53
2023-12-05,14126.4,14285.66,14121.76,14229.91,0.0031,5781149200,40.86,14305.03,81.53
2023-12-06,14325.62,14327.64,14138.51,14146.71,-0.0058,4859814800,40.86,14305.03,81.53
2023-12-07,14230.44,14353.11,14220.87,14339.99,0.0137,5339003700,40.86,14305.03,81.53
2023-12-08,14279.46,14416.92,14264.96,14403.97,0.0045,5071926700,41.17,14403.97,82.71
2023-12-11,14340.13,14436.08,14324.57,14432.49,0.002,5233870200,41.17,14403.97,82.71
2023-12-12,14423.01,14533.4,14385.39,14533.4,0.007,4618441100,41.17,14403.97,82.71
2023-12-13,14555.68,14743.56,14517.53,14733.96,0.0138,6421063700,41.17,14403.97,82.71
2023-12-14,14798.72,14855.62,14642.23,14761.56,0.0019,7484925400,41.17,14403.97,82.71
2023-12-15,14797.46,14848.41,14753.16,14813.92,0.0035,8360595300,42.15,14813.92,85.51
2023-12-18,14814.02,14938.04,14811.82,14904.81,0.0061,5616101800,42.15,14813.92,85.51
2023-12-19,14923.02,15003.8,14921.6,15003.22,0.0066,5486636800,42.15,14813.92,85.51
2023-12-20,14973.36,15069.29,14776.29,14777.94,-0.015,5900248300,42.15,14813.92,85.51
2023-12-21,14923.14,14970.81,14837.47,14963.87,0.0126,5068686400,42.15,14813.92,85.51
2023-12-22,15006.18,15047.19,14927.12,14992.97,0.0019,4527591400,42.92,14992.97,87.2
2023-12-26,15028.69,15101.18,15024.06,15074.57,0.0054,6093688200,42.92,14992.97,87.2
2023-12-27,15089.66,15114.08,15051.67,15099.18,0.0016,7230716300,42.92,14992.97,87.2
2023-12-28,15142.1,15150.07,15087.22,15095.14,-0.0003,4876622900,42.92,14992.97,87.2
2023-12-29,15099.2,15111.41,14955.37,15011.35,-0.0056,5157737100,42.93,15011.35,87.29
2024-01-02,14873.7,14887.8,14682.38,14765.94,-0.0163,5324386000,42.93,15011.35,87.29
2024-01-03,14641.47,14694.58,14577.44,14592.21,-0.0118,5030139700,42.93,15011.35,87.29
2024-01-04,14532.23,14632.77,14504.78,14510.3,-0.0056,4958680100,42.93,15011.35,87.29
2024-01-05,14500.11,14625.19,14477.57,14524.07,0.0009,4843481700,41.42,14524.07,83.64
2024-01-08,14564.47,14846.9,14560.2,14843.77,0.022,5862601700,41.42,14524.07,83.64
2024-01-09,14744.13,14894.32,14716.71,14857.71,0.0009,4755728700,41.42,14524.07,83.64
2024-01-10,14877.7,14998.2,14842.7,14969.65,0.0075,4035606800,41.42,14524.07,83.64
2024-01-11,15020.95,15063.61,14800.38,14970.19,0.0,4549558200,41.42,14524.07,83.64
2024-01-12,15001.01,15047.25,14931.88,14972.76,0.0002,4568125600,42.63,14972.76,86.86
2024-01-16,14908.26,15004.35,14863.81,14944.35,-0.0019,6040759700,42.63,14972.76,86.86
2024-01-17,14814.77,14865.76,14706.23,14855.62,-0.0059,4706690900,42.63,14972.76,86.86
2024-01-18,14994.52,15066.81,14911.11,15055.65,0.0135,5076979300,42.63,14972.76,86.86
2024-01-19,15122.38,15310.97,15087.2,15310.97,0.017,5080348500,43.5,15310.97,87.97
2024-01-22,15393.05,15438.85,15333.63,15360.29,0.0032,5028337200,43.5,15310.97,87.97
2024-01-23,15391.41,15432.35,15337.23,15425.94,0.0043,4912413600,43.5,15310.97,87.97
2024-01-24,15560.61,15629.07,15468.91,15481.92,0.0036,4505433300,43.5,15310.97,87.97
2024-01-25,15555.62,15597.25,15430.68,15510.5,0.0018,4745233600,43.5,15310.97,87.97
2024-01-26,15474.85,15538.84,15433.04,15455.36,-0.0036,4132771800,43.49,15455.36,87.88
2024-01-29,15470.66,15630.59,15449.87,15628.04,0.0112,4631683700,43.49,15455.36,87.88
2024-01-30,15604.08,15619.23,15484.67,15509.9,-0.0076,4448107100,43.49,15455.36,87.88
2024-01-31,15324.19,15405.56,15158.49,15164.01,-0.0223,5237938300,43.49,15455.36,87.88
2024-02-01,15254.02,15372.13,15208.88,15361.64,0.013,4511957100,43.49,15455.36,87.88
2024-02-02,15403.16,15664.21,15366.78,15628.95,0.0174,4222109300,41.16,15628.95,82.54
2024-02-05,15613.99,15637.88,15471.68,15597.68,-0.002,4332388800,41.16,15628.95,82.54
2024-02-06,15638.19,15652.75,15515.25,15609.0,0.0007,4328969600,41.16,15628.95,82.54
2024-02-07,15690.35,15770.68,15645.81,15756.64,0.0095,4236861800,41.16,15628.95,82.54
2024-02-08,15762.23,15813.27,15739.18,15793.72,0.0024,5373177200,41.16,15628.95,82.54
2024-02-09,15842.38,16007.29,15831.76,15990.66,0.0125,5450828200,42.16,15990.66,85.59
2024-02-12,15980.62,16080.07,15917.87,15942.55,-0.003,5086009000,42.16,15990.66,85.59
2024-02-13,15598.88,15770.42,15551.44,15655.6,-0.018,5066897300,42.16,15990.66,85.59
2024-02-14,15781.71,15865.51,15683.94,15859.15,0.013,4719454900,42.16,15990.66,85.59
2024-02-15,15865.3,15911.22,15779.72,15906.17,0.003,5659789200,42.16,15990.66,85.59
2024-02-16,15910.43,15917.41,15752.02,15775.65,-0.0082,4790203400,41.17,15775.65,82.63
2024-02-20,15679.84,15730.47,15508.5,15630.78,-0.0092,5129253600,41.17,15775.65,82.63
2024-02-21,15532.12,15583.68,15451.65,15580.87,-0.0032,4519219700,41.17,15775.65,82.63
2024-02-22,15904.48,16061.82,15869.24,16041.62,0.0296,5150205400,41.17,15775.65,82.63
2024-02-23,16094.8,16134.22,15954.5,15996.82,-0.0028,4691340700,40.61,15996.82,80.59
2024-02-26,16014.45,16054.9,15973.9,15976.25,-0.0013,5052831200,40.61,15996.82,80.59
2024-02-27,16013.98,16046.1,15940.51,16035.3,0.0037,5085065900,40.61,15996.82,80.59
2024-02-28,15969.14,16003.56,15924.72,15947.74,-0.0055,5000953000,40.61,15996.82,80.59
2024-02-29,16059.34,16115.96,15931.7,16091.92,0.009,5861727400,40.61,15996.82,80.59
2024-03-01,16119.07,16302.24,16096.6,16274.94,0.0114,4975036900,41.2,16274.94,82.8
2024-03-04,16264.21,16289.06,16199.06,16207.51,-0.0041,5363555200,41.2,16274.94,82.8
2024-03-05,16077.74,16087.57,15862.63,15939.59,-0.0165,5813506700,41.2,16274.94,82.8
2024-03-06,16092.0,16128.56,15956.66,16031.54,0.0058,4986181900,41.2,16274.94,82.8
2024-03-07,16147.32,16309.02,16096.01,16273.38,0.0151,4643832700,41.2,16274.94,82.8
2024-03-08,16322.1,16449.7,16059.5,16085.11,-0.0116,4678010000,40.8,16085.11,81.36
2024-03-11,16052.63,16085.95,15978.04,16019.27,-0.0041,4448877800,40.8,16085.11,81.36
2024-03-12,16116.98,16275.45,15992.98,16265.64,0.0154,4591168200,40.8,16085.11,81.36
2024-03-13,16220.11,16233.3,16143.34,16177.77,-0.0054,4407176100,40.8,16085.11,81.36
2024-03-14,16209.19,16245.32,16039.68,16128.53,-0.003,4744868600,40.8,16085.11,81.36
2024-03-15,16043.58,16055.33,15925.91,15973.17,-0.0096,7707942900,40.92,15973.17,81.95
2024-03-18,16154.92,16247.59,16094.17,16103.45,0.0082,4610426700,40.92,15973.17,81.95
2024-03-19,16031.93,16175.59,15951.86,16166.79,0.0039,4326031700,40.92,15973.17,81.95
2024-03-20,16185.76,16377.44,16127.48,16369.41,0.0125,4855265700,40.92,15973.17,81.95
2024-03-21,16517.24,16538.86,16393.9,16401.84,0.002,4734624800,40.92,15973.17,81.95
2024-03-22,16387.83,16467.62,16361.0,16428.82,0.0016,3995702400,41.8,16428.82,84.75
2024-03-25,16335.3,16441.17,16315.72,16384.47,-0.0027,4290152600,41.8,16428.82,84.75
2024-03-26,16446.85,16476.38,16312.95,16315.7,-0.0042,4788112700,41.8,16428.82,84.75
2024-03-27,16424.76,16431.83,16279.17,16399.52,0.0051,4350022300,41.8,16428.82,84.75
2024-03-28,16377.23,16420.92,16347.38,16379.46,-0.0012,4863731100,42.16,16379.46,85.68
2024-04-01,16397.05,16490.65,16327.89,16396.83,0.0011,4373510200,42.16,16379.46,85.68
2024-04-02,16199.24,16251.41,16137.24,16240.45,-0.0095,4325235800,42.16,16379.46,85.68
2024-04-03,16178.8,16340.74,16169.31,16277.46,0.0023,4833224000,42.16,16379.46,85.68
2024-04-04,16418.57,16468.04,16046.56,16049.08,-0.014,4819682600,42.16,16379.46,85.68
2024-04-05,16095.4,16326.5,16080.49,16248.52,0.0124,4019121000,41.86,16248.52,84.92
2024-04-08,16285.18,16323.6,16220.72,16253.96,0.0003,4068718900,41.86,16248.52,84.92
2024-04-09,16328.13,16348.18,16141.15,16306.64,0.0032,4497501700,41.86,16248.52,84.92
2024-04-10,16104.01,16200.1,16092.02,16170.36,-0.0084,4640557600,41.86,16248.52,84.92
2024-04-11,16236.2,16464.6,16154.65,16442.2,0.0168,4190714100,41.86,16248.52,84.92
2024-04-12,16293.03,16341.46,16125.33,16175.09,-0.0162,4004680800,41.77,16175.09,84.49
2024-04-15,16276.47,16295.27,15863.88,15885.02,-0.0179,4271645700,41.77,16175.09,84.49
2024-04-16,15856.38,15965.79,15822.02,15865.25,-0.0012,4455049800,41.77,16175.09,84.49
2024-04-17,15942.29,15957.03,15654.51,15683.37,-0.0115,4437447300,41.77,16175.09,84.49
2024-04-18,15705.7,15786.12,15587.5,15601.5,-0.0052,4364740400,41.77,16175.09,84.49
2024-04-19,15547.1,15576.7,15222.78,15282.01,-0.0205,4622963500,39.6,15282.01,77.8
2024-04-22,15396.13,15539.0,15265.66,15451.31,0.0111,4214263700,39.6,15282.01,77.8
2024-04-23,15525.55,15730.35,15510.59,15696.64,0.0159,4547651400,39.6,15282.01,77.8
2024-04-24,15805.6,15839.0,15634.44,15712.75,0.001,4296770400,39.6,15282.01,77.8
2024-04-25,15375.26,15644.51,15343.91,15611.76,-0.0064,4330916800,39.6,15282.01,77.8
2024-04-26,15821.34,15981.0,15770.72,15927.9,0.0203,4289277800,40.52,15927.9,80.25
2024-04-29,16007.0,16021.5,15885.89,15983.08,0.0035,4544254200,40.52,15927.9,80.25
2024-04-30,15920.89,15979.36,15655.67,15657.82,-0.0204,4729786400,40.52,15927.9,80.25
2024-05-01,15646.09,15926.22,15557.64,15605.48,-0.0033,4620821500,40.52,15927.9,80.25
2024-05-02,15758.11,15862.79,15604.73,15840.96,0.0151,4490387300,40.52,15927.9,80.25
2024-05-03,16147.48,16204.71,16068.34,16156.33,0.0199,4378453800,40.55,16156.33,80.34
2024-05-06,16208.54,16350.08,16197.86,16349.25,0.0119,4125373300,40.55,16156.33,80.34
2024-05-07,16358.34,16397.39,16303.84,16332.56,-0.001,4712642200,40.55,16156.33,80.34
2024-05-08,16226.07,16341.65,16226.07,16302.76,-0.0018,4210314000,40.55,16156.33,80.34
2024-05-09,16323.74,16362.79,16241.98,16346.27,0.0027,4262491200,40.55,16156.33,80.34
2024-05-10,16389.02,16437.39,16293.52,16340.87,-0.0003,4074003000,40.79,16340.87,81.27
2024-05-13,16400.31,16407.05,16334.86,16388.24,0.0029,4243142600,40.79,16340.87,81.27
2024-05-14,16391.16,16526.27,16386.44,16511.18,0.0075,7081184200,40.79,16340.87,81.27
2024-05-15,16601.14,16749.74,16544.09,16742.39,0.014,8444881900,40.79,16340.87,81.27
2024-05-16,16738.11,16797.83,16693.45,16698.32,-0.0026,12049873800,40.79,16340.87,81.27
2024-05-17,16708.49,16726.41,16613.84,16685.97,-0.0007,9544903500,41.75,16685.97,84.32
2024-05-20,16702.02,16823.83,16695.69,16794.87,0.0065,7025188300,41.75,16685.97,84.32
2024-05-21,16736.1,16839.02,16719.97,16832.62,0.0022,6154539600,41.75,16685.97,84.32
2024-05-22,16839.02,16855.27,16712.09,16801.54,-0.0018,7374878900,41.75,16685.97,84.32
2024-05-23,16996.39,16996.39,16678.37,16736.03,-0.0039,7354279000,41.75,16685.97,84.32
2024-05-24,16786.79,16947.8,16771.58,16920.79,0.011,5646156700,41.9,16920.79,85.0
2024-05-28,16988.32,17032.66,16917.51,17019.88,0.0059,6053442700,41.9,16920.79,85.0
2024-05-29,16879.35,16989.6,16873.97,16920.58,-0.0058,6468746000,41.9,16920.79,85.0
2024-05-30,16878.63,16900.46,16690.36,16737.08,-0.0108,6417983500,41.9,16920.79,85.0
2024-05-31,16771.9,16789.27,16445.54,16735.02,-0.0001,6285713300,41.41,16735.02,83.56
2024-06-03,16865.7,16909.89,16646.43,16828.67,0.0056,4999584400,41.41,16735.02,83.56
2024-06-04,16823.88,16891.87,16750.39,16857.05,0.0017,4583974200,41.41,16735.02,83.56
2024-06-05,16974.48,17187.92,16955.56,17187.91,0.0196,4925136000,41.41,16735.02,83.56
2024-06-06,17204.87,17235.73,17123.59,17173.12,-0.0009,4646598100,41.41,16735.02,83.56
2024-06-07,17124.14,17229.31,17090.05,17133.13,-0.0023,4415703300,42.32,17133.13,86.02
2024-06-10,17083.45,17213.45,17057.34,17192.53,0.0035,4869275800,42.32,17133.13,86.02
2024-06-11,17160.42,17345.05,17107.99,17343.55,0.0088,4664327200,42.32,17133.13,86.02
2024-06-12,17502.15,17725.39,17490.64,17608.44,0.0153,5039489800,42.32,17133.13,86.02
2024-06-13,17715.27,17741.8,17566.32,17667.56,0.0034,4505527800,42.32,17133.13,86.02
2024-06-14,17621.18,17693.43,17590.8,17688.88,0.0012,4636415000,43.63,17688.88,88.39
2024-06-17,17697.3,17935.99,17636.36,17857.02,0.0095,5716859300,43.63,17688.88,88.39
2024-06-18,17856.76,17890.52,17796.88,17862.23,0.0003,5485482500,43.63,17688.88,88.39
2024-06-20,17913.94,17936.79,17650.7,17721.59,-0.0079,5809574000,43.63,17688.88,88.39
2024-06-21,17681.01,17787.34,17620.57,17689.36,-0.0018,8711608100,43.62,17689.36,88.31
